tradeN;symbol;type;shares;entrySignal;entryTime;entryPrice;exitSignal;exitTime;exitPrice;profit;runUp;drawDown
184;MTA.BAN;Long;4950;breakout_n;19/10/2007 00:00:00;2,02;volatility exit;26/10/2007 00:00:00;2,12;495;2128,5;0
185;MTA.GEO;Long;626;breakout_52;02/11/2007 00:00:00;15,97;volatility exit;09/11/2007 00:00:00;15,81;-100,16;482,02;-100,16
186;MTA.BAN;Long;3759;breakout_52;09/11/2007 00:00:00;2,66;volatility exit;16/11/2007 00:00:00;2,47;-714,21;75,18;-1353,24
187;MTA.SRI;Long;1879;breakout_52;11/04/2008 00:00:00;5,32;volatility exit;18/04/2008 00:00:00;4,94;-714,02;206,69;-714,02
188;MTA.TSL;Long;67;breakout_52;09/05/2008 00:00:00;147,32;volatility exit;16/05/2008 00:00:00;142,73;-307,53;615,06;-1018,4
189;MTA.TFIN;Long;107;breakout_52;02/05/2008 00:00:00;92,82;volatility exit;30/05/2008 00:00:00;96,82;428;1026,13;-318,86
190;MTA.SSL;Long;25000;breakout_52;06/06/2008 00:00:00;0,4;volatility exit;13/06/2008 00:00:00;0,38;-500;0;-500
191;MTA.B;Long;2801;breakout_52;13/06/2008 00:00:00;3,57;volatility exit;20/06/2008 00:00:00;3,29;-784,280000000001;3837,37;-2324,83
192;MTA.TFIN;Long;93;breakout_52;13/06/2008 00:00:00;107,08;volatility exit;20/06/2008 00:00:00;100,41;-620,31;5,58;-796,08
193;MTA.LNDR;Long;2695;breakout_52;04/07/2008 00:00:00;3,71;volatility exit;11/07/2008 00:00:00;3,47;-646,799999999999;53,9;-808,5
194;MTA.BEC;Long;3289;breakout_52;25/07/2008 00:00:00;3,04;volatility exit;01/08/2008 00:00:00;3,14;328,9;1480,05;0
195;MTA.LNDR;Long;2645;breakout_52;01/08/2008 00:00:00;3,78;volatility exit;08/08/2008 00:00:00;3,61;-449,650000000001;52,9;-449,65
196;MTA.LNDR;Long;2375;breakout_52;22/08/2008 00:00:00;4,21;volatility exit;29/08/2008 00:00:00;4,24;71,250000000001;760;-23,75
197;MTA.SSL;Long;24390;breakout_n;03/10/2008 00:00:00;0,41;volatility exit;10/10/2008 00:00:00;0,4;-243,9;2439;-243,9
198;MTA.CIA;Long;30303;breakout_n;29/05/2009 00:00:00;0,33;volatility exit;05/06/2009 00:00:00;0,31;-606,060000000001;0;-606,06
199;MTA.MTV;Long;5882;breakout_52;19/06/2009 00:00:00;1,7;volatility exit;26/06/2009 00:00:00;1,7;0;999,94;-1588,14
200;MTA.CIA;Long;30303;breakout_n;26/06/2009 00:00:00;0,33;volatility exit;10/07/2009 00:00:00;0,32;-303,03;606,06;-303,03
201;MTA.MTV;Long;4950;breakout_52;10/07/2009 00:00:00;2,02;volatility exit;17/07/2009 00:00:00;1,82;-990;1485;-990
202;MTA.BO;Long;6666;breakout_n;31/07/2009 00:00:00;1,5;volatility exit;14/08/2009 00:00:00;1,49;-66,66;466,62;-266,64
203;MTA.CIA;Long;28571;breakout_n;31/07/2009 00:00:00;0,35;volatility exit;14/08/2009 00:00:00;0,36;285,709999999999;857,13;0
204;MTA.PRT;Long;1428;breakout_n;24/07/2009 00:00:00;7;volatility exit;14/08/2009 00:00:00;7,04;57,12;599,76;-142,8
205;MTA.OLI;Long;12500;breakout_52;07/08/2009 00:00:00;0,8;volatility exit;14/08/2009 00:00:00;0,7;-1250;500;-2625
206;MTA.SRI;Long;1956;breakout_52;21/08/2009 00:00:00;5,11;volatility exit;28/08/2009 00:00:00;5,11;0;528,12;0
207;MTA.CIA;Long;25641;breakout_n;28/08/2009 00:00:00;0,39;volatility exit;04/09/2009 00:00:00;0,37;-512,820000000001;0;-512,82
208;MTA.PRT;Long;1347;breakout_n;28/08/2009 00:00:00;7,42;volatility exit;04/09/2009 00:00:00;7,25;-228,99;740,85;-228,99
209;MTA.SRI;Long;1841;breakout_52;11/09/2009 00:00:00;5,43;volatility exit;18/09/2009 00:00:00;5,68;460,25;1362,34;-92,05
210;MTA.GAB;Long;272;breakout_52;18/09/2009 00:00:00;36,64;volatility exit;25/09/2009 00:00:00;32,65;-1085,28;2023,68;-1085,28
211;MTA.BAN;Long;5376;breakout_n;25/09/2009 00:00:00;1,86;volatility exit;02/10/2009 00:00:00;1,82;-215,04;483,84;-215,04
212;MTA.BAN;Long;5128;breakout_n;16/10/2009 00:00:00;1,95;volatility exit;23/10/2009 00:00:00;1,89;-307,679999999999;205,12;-307,68
213;MTA.CAI;Long;3984;breakout_n;09/10/2009 00:00:00;2,51;volatility exit;23/10/2009 00:00:00;2,66;597,6;1274,88;-39,84
214;MTA.CIR;Long;6250;breakout_52;09/10/2009 00:00:00;1,6;volatility exit;23/10/2009 00:00:00;1,69;562,499999999999;1125;-250
215;MTA.ELC;Long;4694;breakout_52;23/10/2009 00:00:00;2,13;volatility exit;30/10/2009 00:00:00;1,99;-657,16;93,88;-704,1
216;MTA.IGD;Long;919;breakout_52;23/10/2009 00:00:00;10,87;volatility exit;30/10/2009 00:00:00;10,56;-284,89;229,75;-284,89
217;MTA.IMS;Long;10204;breakout_n;23/10/2009 00:00:00;0,98;volatility exit;30/10/2009 00:00:00;0,96;-204,08;612,24;-204,08
218;MTA.TFIN;Long;130;breakout_52;30/10/2009 00:00:00;76,37;volatility exit;06/11/2009 00:00:00;69,81;-852,8;31,2;-924,3
219;MTA.TFIN;Long;130;breakout_n;20/11/2009 00:00:00;76,61;volatility exit;27/11/2009 00:00:00;76,12;-63,699999999999;457,6;-63,7
220;MTA.SAB;Long;602;breakout_n;04/12/2009 00:00:00;16,6;volatility exit;11/12/2009 00:00:00;15,68;-553,840000000001;30,1;-553,84
221;MTA.SGF;Long;5714;breakout_52;04/12/2009 00:00:00;1,75;volatility exit;25/12/2009 00:00:00;1,93;1028,52;2057,04;0
222;MTA.BAN;Long;5025;breakout_n;25/12/2009 00:00:00;1,99;volatility exit;01/01/2010 00:00:00;1,94;-251,25;301,5;-251,25
223;MTA.CAI;Long;3533;breakout_n;18/12/2009 00:00:00;2,83;volatility exit;08/01/2010 00:00:00;3,01;635,940000000001;1201,22;-459,29
224;MTA.PRT;Long;1254;breakout_n;04/12/2009 00:00:00;7,97;volatility exit;15/01/2010 00:00:00;9,4;1793,22;2420,22;0
225;MTA.CIR;Long;5617;breakout_n;18/12/2009 00:00:00;1,78;volatility exit;22/01/2010 00:00:00;1,85;393,19;954,89;-224,68
226;MTA.SGF;Long;4651;breakout_n;08/01/2010 00:00:00;2,15;volatility exit;22/01/2010 00:00:00;2,1;-232,549999999999;325,57;-279,06
227;MTA.CAI;Long;3154;breakout_n;29/01/2010 00:00:00;3,17;volatility exit;05/02/2010 00:00:00;2,96;-662,34;189,24;-756,96
228;MTA.LNDR;Long;2717;breakout_n;29/01/2010 00:00:00;3,68;volatility exit;05/02/2010 00:00:00;3,51;-461,89;54,34;-461,89
229;MTA.BAN;Long;4878;breakout_n;05/03/2010 00:00:00;2,05;volatility exit;12/03/2010 00:00:00;2,14;439,020000000001;1024,38;0
230;MTA.EM;Long;7692;breakout_n;26/03/2010 00:00:00;1,3;volatility exit;02/04/2010 00:00:00;1,31;76,92;615,36;0
231;MTA.SGF;Long;4504;breakout_n;26/03/2010 00:00:00;2,22;volatility exit;09/04/2010 00:00:00;2,26;180,16;720,64;0
232;MTA.BAN;Long;4291;breakout_52;26/03/2010 00:00:00;2,33;volatility exit;23/04/2010 00:00:00;2,94;2617,51;3304,07;0
233;MTA.CSP;Long;9174;breakout_52;16/04/2010 00:00:00;1,09;volatility exit;23/04/2010 00:00:00;1,05;-366,96;275,22;-458,7
234;MTA.TFIN;Long;126;breakout_n;16/04/2010 00:00:00;79,34;volatility exit;23/04/2010 00:00:00;76,79;-321,3;236,88;-321,3
235;MTA.PQ;Long;7142;breakout_52;23/04/2010 00:00:00;1,4;volatility exit;30/04/2010 00:00:00;1,33;-499,94;71,42;-1071,3
236;MTA.SGF;Long;4098;breakout_52;23/04/2010 00:00:00;2,44;volatility exit;30/04/2010 00:00:00;2,32;-491,76;40,98;-491,76
237;MTA.EM;Long;7246;breakout_n;16/04/2010 00:00:00;1,38;volatility exit;07/05/2010 00:00:00;1,33;-362,3;217,38;-507,22
238;MTA.EM;Long;6993;breakout_52;21/05/2010 00:00:00;1,43;volatility exit;28/05/2010 00:00:00;1,29;-979,019999999999;69,93;-979,02
239;MTA.SAB;Long;606;breakout_n;18/06/2010 00:00:00;16,5;volatility exit;25/06/2010 00:00:00;15,82;-412,08;606;-545,4
240;MTA.PQ;Long;7092;breakout_n;16/07/2010 00:00:00;1,41;volatility exit;30/07/2010 00:00:00;1,43;141,84;780,12;-354,6
241;MTA.GE;Long;3802;breakout_n;27/08/2010 00:00:00;2,63;volatility exit;03/09/2010 00:00:00;2,69;228,12;798,42;0
242;MTA.EM;Long;6802;breakout_52;27/08/2010 00:00:00;1,47;volatility exit;10/09/2010 00:00:00;1,42;-340,1;272,08;-340,1
243;MTA.BEC;Long;3257;breakout_n;27/08/2010 00:00:00;3,07;volatility exit;01/10/2010 00:00:00;3,16;293,13;1335,37;-130,28
244;MTA.GE;Long;3484;breakout_52;17/09/2010 00:00:00;2,87;volatility exit;01/10/2010 00:00:00;2,99;418,08;1114,88;-348,4
245;MTA.SGF;Long;4464;breakout_n;24/09/2010 00:00:00;2,24;volatility exit;01/10/2010 00:00:00;2,21;-133,920000000001;401,76;-133,92
246;MTA.PQ;Long;6250;breakout_n;08/10/2010 00:00:00;1,6;volatility exit;15/10/2010 00:00:00;1,52;-500;0;-562,5
247;MTA.SSL;Long;22222;breakout_52;08/10/2010 00:00:00;0,45;volatility exit;15/10/2010 00:00:00;0,44;-222,22;444,44;-666,66
248;MTA.SAB;Long;571;breakout_n;01/10/2010 00:00:00;17,5;volatility exit;22/10/2010 00:00:00;19,65;1227,65;2049,89;-137,04
249;MTA.BAN;Long;3205;breakout_n;15/10/2010 00:00:00;3,12;volatility exit;29/10/2010 00:00:00;3,17;160,249999999999;801,25;-352,55
250;MTA.SFL;Long;1607;breakout_52;22/10/2010 00:00:00;6,22;volatility exit;29/10/2010 00:00:00;6,14;-128,559999999999;401,75;-144,63
251;MTA.CSP;Long;9433;breakout_n;29/10/2010 00:00:00;1,06;volatility exit;05/11/2010 00:00:00;1,2;1320,62;1980,93;0
252;MTA.GE;Long;3030;breakout_n;29/10/2010 00:00:00;3,3;volatility exit;05/11/2010 00:00:00;3,61;939,299999999999;1515;0
253;MTA.SSL;Long;6896;breakout_52;29/10/2010 00:00:00;1,45;volatility exit;05/11/2010 00:00:00;1,23;-1517,12;689,6;-3930,72
254;MTA.BEC;Long;2873;breakout_n;05/11/2010 00:00:00;3,48;volatility exit;12/11/2010 00:00:00;3,36;-344,76;430,95;-344,76
255;MTA.DAL;Long;2136;breakout_n;08/10/2010 00:00:00;4,68;volatility exit;12/11/2010 00:00:00;5,28;1281,6;1879,68;-106,8
256;MTA.PQ;Long;5747;breakout_52;29/10/2010 00:00:00;1,74;volatility exit;12/11/2010 00:00:00;1,88;804,580000000001;1379,28;-287,35
257;MTA.SAB;Long;438;breakout_n;05/11/2010 00:00:00;22,81;volatility exit;12/11/2010 00:00:00;21,52;-565,02;394,2;-565,02
258;MTA.SFL;Long;1477;breakout_52;12/11/2010 00:00:00;6,77;volatility exit;26/11/2010 00:00:00;6,96;280,629999999999;827,12;0
259;MTA.DAL;Long;1694;breakout_52;26/11/2010 00:00:00;5,9;volatility exit;03/12/2010 00:00:00;5,64;-440,440000000001;118,58;-440,44
260;MTA.SRI;Long;1647;breakout_52;26/11/2010 00:00:00;6,07;volatility exit;10/12/2010 00:00:00;5,81;-428,22;164,7;-428,22
261;MTA.DAL;Long;1612;breakout_52;17/12/2010 00:00:00;6,2;volatility exit;24/12/2010 00:00:00;5,89;-499,720000000001;0;-725,4
262;MTA.SAB;Long;421;breakout_n;10/12/2010 00:00:00;23,71;volatility exit;24/12/2010 00:00:00;23,98;113,67;677,81;0
263;MTA.GE;Long;2631;breakout_n;26/11/2010 00:00:00;3,8;volatility exit;31/12/2010 00:00:00;4,46;1736,46;2367,9;0
264;MTA.SFL;Long;1364;breakout_n;17/12/2010 00:00:00;7,33;volatility exit;31/12/2010 00:00:00;7,32;-13,64;572,88;-409,2
265;MTA.PINF;Long;3610;breakout_n;07/01/2011 00:00:00;2,77;volatility exit;14/01/2011 00:00:00;3,4;2274,3;3068,5;0
266;MTA.PQ;Long;5050;breakout_n;07/01/2011 00:00:00;1,98;volatility exit;14/01/2011 00:00:00;2,23;1262,5;1868,5;0
267;MTA.CLF;Long;7462;breakout_52;14/01/2011 00:00:00;1,34;volatility exit;21/01/2011 00:00:00;1,35;74,62;671,58;0
268;MTA.CSP;Long;7812;breakout_n;14/01/2011 00:00:00;1,28;volatility exit;21/01/2011 00:00:00;1,19;-703,080000000001;234,36;-703,08
269;MTA.DAL;Long;1612;breakout_n;14/01/2011 00:00:00;6,2;volatility exit;21/01/2011 00:00:00;6,2;0;806;0
270;MTA.SGF;Long;3891;breakout_n;14/01/2011 00:00:00;2,57;volatility exit;21/01/2011 00:00:00;2,37;-778,199999999999;77,82;-778,2
271;MTA.BEC;Long;2754;breakout_n;21/01/2011 00:00:00;3,63;volatility exit;28/01/2011 00:00:00;3,67;110,16;798,66;0
272;MTA.GE;Long;1992;breakout_52;14/01/2011 00:00:00;5,02;volatility exit;28/01/2011 00:00:00;5,03;19,92;657,36;-418,32
273;MTA.SFL;Long;1290;breakout_n;21/01/2011 00:00:00;7,75;volatility exit;28/01/2011 00:00:00;7,18;-735,3;51,6;-851,4
274;MTA.IRC;Long;5988;breakout_n;28/01/2011 00:00:00;1,67;volatility exit;04/02/2011 00:00:00;1,66;-59,879999999999;479,04;-59,88
275;MTA.AEF;Long;15873;breakout_52;28/01/2011 00:00:00;0,63;volatility exit;04/02/2011 00:00:00;0,64;158,73;793,65;-317,46
276;MTA.SGF;Long;3861;breakout_n;11/02/2011 00:00:00;2,59;volatility exit;18/02/2011 00:00:00;2,59;0;540,54;0
277;MTA.AEF;Long;10000;breakout_52;18/02/2011 00:00:00;1;volatility exit;25/02/2011 00:00:00;0,95;-499,999999999999;0;-1700
278;MTA.SRI;Long;1620;breakout_n;28/01/2011 00:00:00;6,17;volatility exit;04/03/2011 00:00:00;6,3;210,6;874,8;-324
279;MTA.BSS;Long;1412;breakout_52;11/03/2011 00:00:00;7,08;volatility exit;18/03/2011 00:00:00;6,73;-494,199999999999;14,12;-494,2
280;MTA.TXT;Long;7874;breakout_52;25/03/2011 00:00:00;1,27;volatility exit;01/04/2011 00:00:00;1,2;-551,180000000001;157,48;-787,4
281;MTA.BSS;Long;1410;breakout_n;01/04/2011 00:00:00;7,09;volatility exit;15/04/2011 00:00:00;7,58;690,9;1254,9;0
282;MTA.CSP;Long;7633;breakout_n;08/04/2011 00:00:00;1,31;volatility exit;15/04/2011 00:00:00;1,24;-534,310000000001;76,33;-534,31
283;MTA.IRC;Long;5714;breakout_n;01/04/2011 00:00:00;1,75;volatility exit;15/04/2011 00:00:00;1,97;1257,08;1885,62;0
284;MTA.SGF;Long;3610;breakout_n;25/03/2011 00:00:00;2,77;volatility exit;15/04/2011 00:00:00;2,8;108,300000000001;649,8;-144,4
285;MTA.VLS;Long;2232;breakout_52;08/04/2011 00:00:00;4,48;volatility exit;15/04/2011 00:00:00;4,5;44,639999999999;580,32;0
286;MTA.ZUC;Long;513;breakout_n;08/04/2011 00:00:00;19,48;volatility exit;15/04/2011 00:00:00;18,37;-569,43;51,3;-1559,52
287;MTA.SRI;Long;1490;breakout_n;01/04/2011 00:00:00;6,71;volatility exit;22/04/2011 00:00:00;6,89;268,200000000001;819,5;0
288;MTA.PQ;Long;3937;breakout_n;22/04/2011 00:00:00;2,54;volatility exit;29/04/2011 00:00:00;2,73;748,03;1338,58;0
289;MTA.CAI;Long;3125;breakout_52;01/04/2011 00:00:00;3,2;volatility exit;13/05/2011 00:00:00;3,03;-531,25;312,5;-531,25
290;MTA.CIR;Long;5617;breakout_52;06/05/2011 00:00:00;1,78;volatility exit;13/05/2011 00:00:00;1,7;-449,36;56,17;-617,87
291;MTA.EM;Long;6802;breakout_n;29/04/2011 00:00:00;1,47;volatility exit;13/05/2011 00:00:00;1,43;-272,08;272,08;-272,08
292;MTA.IGV;Long;4329;breakout_52;06/05/2011 00:00:00;2,31;volatility exit;13/05/2011 00:00:00;2,2;-476,189999999999;303,03;-476,19
293;MTA.VLS;Long;2109;breakout_n;06/05/2011 00:00:00;4,74;volatility exit;13/05/2011 00:00:00;4,5;-506,16;0;-506,16
294;MTA.TXT;Long;7407;breakout_n;13/05/2011 00:00:00;1,35;volatility exit;20/05/2011 00:00:00;1,28;-518,49;0;-518,49
295;MTA.ZUC;Long;486;breakout_n;13/05/2011 00:00:00;20,54;volatility exit;20/05/2011 00:00:00;19,95;-286,74;933,12;-947,7
296;MTA.FM;Long;2659;breakout_n;13/05/2011 00:00:00;3,76;volatility exit;27/05/2011 00:00:00;3,59;-452,030000000001;398,85;-452,03
297;MTA.IGD;Long;881;breakout_n;13/05/2011 00:00:00;11,34;volatility exit;27/05/2011 00:00:00;11,43;79,29;616,7;-44,05
298;MTA.AEF;Long;10000;breakout_n;20/05/2011 00:00:00;1;volatility exit;27/05/2011 00:00:00;0,96;-400;500;-400
299;MTA.IRC;Long;4081;breakout_n;27/05/2011 00:00:00;2,45;volatility exit;03/06/2011 00:00:00;2,58;530,53;1101,87;0
300;MTA.CIA;Long;29411;breakout_52;03/06/2011 00:00:00;0,34;volatility exit;10/06/2011 00:00:00;0,29;-1470,55;882,33;-1470,55
301;MTA.VLS;Long;2109;breakout_n;03/06/2011 00:00:00;4,74;volatility exit;10/06/2011 00:00:00;4,5;-506,16;42,18;-506,16
302;MTA.ZUC;Long;427;breakout_52;03/06/2011 00:00:00;23,39;volatility exit;10/06/2011 00:00:00;30,54;3053,05;5888,33;0
303;MTA.FM;Long;2557;breakout_n;10/06/2011 00:00:00;3,91;volatility exit;17/06/2011 00:00:00;3,79;-306,84;332,41;-409,12
304;MTA.ENV;Long;6535;breakout_52;01/07/2011 00:00:00;1,53;volatility exit;08/07/2011 00:00:00;1,96;2810,05;3594,25;0
305;MTA.TXT;Long;7407;breakout_n;01/07/2011 00:00:00;1,35;volatility exit;08/07/2011 00:00:00;1,32;-222,21;370,35;-296,28
306;MTA.CIR;Long;5586;breakout_n;08/07/2011 00:00:00;1,79;volatility exit;15/07/2011 00:00:00;1,66;-726,179999999999;0;-726,18
307;MTA.TES;Long;38461;breakout_52;08/07/2011 00:00:00;0,26;volatility exit;15/07/2011 00:00:00;0,24;-769,220000000001;0;-769,22
308;MTA.GSP;Long;1754;breakout_n;28/10/2011 00:00:00;5,7;volatility exit;04/11/2011 00:00:00;6,09;684,059999999999;1368,12;0
309;MTA.TXT;Long;5681;breakout_n;18/11/2011 00:00:00;1,76;volatility exit;25/11/2011 00:00:00;1,95;1079,39;1761,11;0
310;MTA.ZUC;Long;233;breakout_52;18/11/2011 00:00:00;42,74;volatility exit;25/11/2011 00:00:00;33;-2269,42;205,04;-4072,84
311;MTA.CLF;Long;6666;breakout_n;09/12/2011 00:00:00;1,5;volatility exit;16/12/2011 00:00:00;1,47;-199,98;333,3;-199,98
312;MTA.CLF;Long;6451;breakout_n;30/12/2011 00:00:00;1,55;volatility exit;06/01/2012 00:00:00;1,5;-322,55;193,53;-322,55
313;MTA.CLF;Long;6329;breakout_n;27/01/2012 00:00:00;1,58;volatility exit;03/02/2012 00:00:00;1,59;63,29;632,9;0
314;MTA.DIB;Long;6060;breakout_n;02/03/2012 00:00:00;1,65;volatility exit;09/03/2012 00:00:00;1,46;-1151,4;0;-1212
315;MTA.CAI;Long;2958;breakout_52;09/03/2012 00:00:00;3,38;volatility exit;30/03/2012 00:00:00;3,51;384,540000000001;946,56;-443,7
316;MTA.DAL;Long;1472;breakout_52;23/03/2012 00:00:00;6,79;volatility exit;30/03/2012 00:00:00;6,92;191,36;736;-58,88
317;MTA.TXT;Long;4830;breakout_n;23/03/2012 00:00:00;2,07;volatility exit;30/03/2012 00:00:00;2,01;-289,799999999998;338,1;-289,8
318;MTA.DAL;Long;1371;breakout_n;20/04/2012 00:00:00;7,29;volatility exit;27/04/2012 00:00:00;7,29;0;808,89;0
319;MTA.TXT;Long;4672;breakout_n;20/04/2012 00:00:00;2,14;volatility exit;27/04/2012 00:00:00;2,05;-420,480000000001;93,44;-420,48
320;MTA.TXT;Long;4629;breakout_n;25/05/2012 00:00:00;2,16;volatility exit;01/06/2012 00:00:00;2,14;-92,58;601,77;-92,58
321;MTA.FNM;Long;34482;breakout_52;15/06/2012 00:00:00;0,29;volatility exit;22/06/2012 00:00:00;0,26;-1034,46;689,64;-1034,46
322;MTA.KME;Long;26315;breakout_52;24/08/2012 00:00:00;0,38;volatility exit;31/08/2012 00:00:00;0,37;-263,15;526,3;-263,15
323;MTA.RCS;Long;1524;breakout_52;07/09/2012 00:00:00;6,56;volatility exit;14/09/2012 00:00:00;4,76;-2743,2;5501,64;-2743,2
324;MTA.SFL;Long;2688;breakout_52;26/10/2012 00:00:00;3,72;volatility exit;02/11/2012 00:00:00;3,61;-295,680000000001;268,8;-672
325;MTA.TXT;Long;4366;breakout_n;19/10/2012 00:00:00;2,29;volatility exit;02/11/2012 00:00:00;2,45;698,560000000001;1266,14;0
326;MTA.CSP;Long;10309;breakout_n;16/11/2012 00:00:00;0,97;volatility exit;23/11/2012 00:00:00;0,93;-412,359999999999;103,09;-412,36
327;MTA.ELC;Long;9259;breakout_n;11/01/2013 00:00:00;1,08;volatility exit;18/01/2013 00:00:00;1,09;92,59;833,31;0
328;MTA.SFL;Long;2610;breakout_n;04/01/2013 00:00:00;3,83;volatility exit;18/01/2013 00:00:00;4,21;991,8;1644,3;0
329;MTA.CSP;Long;10204;breakout_n;28/12/2012 00:00:00;0,98;volatility exit;25/01/2013 00:00:00;1,09;1122,44;1734,68;-306,12
330;MTA.ELC;Long;8547;breakout_n;01/02/2013 00:00:00;1,17;volatility exit;08/02/2013 00:00:00;1,11;-512,819999999999;85,47;-940,17
331;MTA.SFL;Long;2222;breakout_52;01/02/2013 00:00:00;4,5;volatility exit;08/02/2013 00:00:00;4,39;-244,420000000001;288,86;-244,42
332;MTA.TXT;Long;3861;breakout_n;11/01/2013 00:00:00;2,59;volatility exit;08/02/2013 00:00:00;2,58;-38,609999999999;810,81;-38,61
333;MTA.TXT;Long;3322;breakout_52;22/02/2013 00:00:00;3,01;volatility exit;01/03/2013 00:00:00;3,04;99,659999999999;664,4;0
334;MTA.TES;Long;37037;breakout_52;22/02/2013 00:00:00;0,27;volatility exit;08/03/2013 00:00:00;0,29;740,739999999999;1481,48;-370,37
335;MTA.BEC;Long;2801;breakout_52;08/03/2013 00:00:00;3,57;volatility exit;15/03/2013 00:00:00;3,44;-364,130000000001;168,06;-616,22
336;MTA.BO;Long;10638;breakout_52;15/03/2013 00:00:00;0,94;volatility exit;22/03/2013 00:00:00;0,89;-531,9;0;-531,9
337;MTA.CSP;Long;8695;breakout_n;22/03/2013 00:00:00;1,15;volatility exit;29/03/2013 00:00:00;1,09;-521,700000000001;0;-521,7
338;MTA.SFL;Long;2000;breakout_n;08/03/2013 00:00:00;5;volatility exit;29/03/2013 00:00:00;5,85;1700;2320;0
339;MTA.TES;Long;30303;breakout_52;22/03/2013 00:00:00;0,33;volatility exit;29/03/2013 00:00:00;0,32;-303,03;303,03;-303,03
340;MTA.BEC;Long;2695;breakout_52;29/03/2013 00:00:00;3,71;volatility exit;05/04/2013 00:00:00;3,59;-323,4;188,65;-323,4
341;MTA.BO;Long;10638;breakout_n;05/04/2013 00:00:00;0,94;volatility exit;12/04/2013 00:00:00;0,9;-425,52;425,52;-744,66
342;MTA.VLS;Long;2493;breakout_n;05/04/2013 00:00:00;4,01;volatility exit;12/04/2013 00:00:00;3,99;-49,859999999999;598,32;-49,86
343;MTA.SFL;Long;1623;breakout_n;12/04/2013 00:00:00;6,16;volatility exit;19/04/2013 00:00:00;5,88;-454,44;48,69;-454,44
344;MTA.TES;Long;29411;breakout_n;12/04/2013 00:00:00;0,34;volatility exit;19/04/2013 00:00:00;0,32;-588,22;0;-588,22
345;MTA.BEC;Long;2645;breakout_n;03/05/2013 00:00:00;3,78;volatility exit;10/05/2013 00:00:00;3,66;-317,4;449,65;-317,4
346;MTA.CSP;Long;8264;breakout_52;12/04/2013 00:00:00;1,21;volatility exit;10/05/2013 00:00:00;1,21;0;578,48;-495,84
347;MTA.TES;Long;28571;breakout_52;03/05/2013 00:00:00;0,35;volatility exit;10/05/2013 00:00:00;0,33;-571,420000000001;0;-571,42
348;MTA.FM;Long;2617;breakout_n;10/05/2013 00:00:00;3,82;volatility exit;17/05/2013 00:00:00;3,9;209,359999999999;758,93;0
349;MTA.TFIN;Long;279;breakout_52;10/05/2013 00:00:00;35,82;volatility exit;17/05/2013 00:00:00;39,79;1107,63;1693,53;0
350;MTA.VLS;Long;2352;breakout_n;17/05/2013 00:00:00;4,25;volatility exit;24/05/2013 00:00:00;4,1;-352,800000000001;164,64;-352,8
351;MTA.EM;Long;13698;breakout_52;24/05/2013 00:00:00;0,73;volatility exit;31/05/2013 00:00:00;0,73;0;958,86;0
352;MTA.TXT;Long;2688;breakout_n;24/05/2013 00:00:00;3,72;volatility exit;31/05/2013 00:00:00;3,55;-456,96;53,76;-456,96
353;MTA.BEC;Long;2531;breakout_n;31/05/2013 00:00:00;3,95;volatility exit;07/06/2013 00:00:00;3,8;-379,65;126,55;-379,65
354;MTA.CSP;Long;7518;breakout_52;24/05/2013 00:00:00;1,33;volatility exit;07/06/2013 00:00:00;1,41;601,439999999999;1202,88;-526,26
355;MTA.FM;Long;2433;breakout_n;31/05/2013 00:00:00;4,11;volatility exit;07/06/2013 00:00:00;3,9;-510,930000000001;0;-510,93
356;MTA.ELC;Long;8000;breakout_n;07/06/2013 00:00:00;1,25;volatility exit;14/06/2013 00:00:00;1,23;-160;400;-160
357;MTA.SFL;Long;1457;breakout_52;03/05/2013 00:00:00;6,86;volatility exit;14/06/2013 00:00:00;8,52;2418,62;3132,55;-87,42
358;MTA.CIA;Long;34482;breakout_52;14/06/2013 00:00:00;0,29;volatility exit;21/06/2013 00:00:00;0,27;-689,639999999999;344,82;-689,64
359;MTA.SGF;Long;3787;breakout_52;14/06/2013 00:00:00;2,64;volatility exit;21/06/2013 00:00:00;2,66;75,74;1211,84;-113,61
360;MTA.CAI;Long;3086;breakout_n;21/06/2013 00:00:00;3,24;volatility exit;28/06/2013 00:00:00;3,26;61,72;648,06;-61,72
361;MTA.TXT;Long;2570;breakout_52;14/06/2013 00:00:00;3,89;volatility exit;28/06/2013 00:00:00;3,68;-539,7;0;-539,7
362;MTA.SFL;Long;1101;breakout_n;12/07/2013 00:00:00;9,08;volatility exit;19/07/2013 00:00:00;8,7;-418,379999999999;88,08;-418,38
363;MTA.BIE;Long;436;breakout_52;26/07/2013 00:00:00;22,9;volatility exit;02/08/2013 00:00:00;22,16;-322,640000000001;466,52;-989,72
364;MTA.CIR;Long;10000;breakout_52;26/07/2013 00:00:00;1;volatility exit;02/08/2013 00:00:00;0,97;-300;300;-300
365;MTA.ITW;Long;6944;breakout_n;26/07/2013 00:00:00;1,44;volatility exit;02/08/2013 00:00:00;1,4;-277,759999999999;416,64;-277,76
366;MTA.SGF;Long;3378;breakout_n;02/08/2013 00:00:00;2,96;volatility exit;09/08/2013 00:00:00;2,92;-135,12;405,36;-135,12
367;MTA.TES;Long;25641;breakout_n;02/08/2013 00:00:00;0,39;volatility exit;09/08/2013 00:00:00;0,37;-512,820000000001;256,41;-512,82
