tradeN;symbol;type;shares;entrySignal;entryTime;entryPrice;exitSignal;exitTime;exitPrice;profit;runUp;drawDown
172;MTA.ZV;Long;2304;breakout_n;17/09/2010 00:00:00;4,34;volatility exit;08/10/2010 00:00:00;4,13;-483,84;92,16;-483,84
173;MTA.CMB;Long;1893;breakout_n;01/10/2010 00:00:00;5,28;volatility exit;15/10/2010 00:00:00;5,29;18,93;548,97;-18,93
174;MTA.BRE;Long;7633;breakout_52;17/09/2010 00:00:00;1,31;volatility exit;22/10/2010 00:00:00;1,5;1450,27;2060,91;-228,99
175;MTA.PIA;Long;3731;breakout_52;29/10/2010 00:00:00;2,68;volatility exit;05/11/2010 00:00:00;2,56;-447,72;111,93;-447,72
176;MTA.BGN;Long;1091;breakout_52;08/10/2010 00:00:00;9,16;volatility exit;12/11/2010 00:00:00;9,16;0;578,23;-174,56
177;MTA.BRE;Long;6172;breakout_52;05/11/2010 00:00:00;1,62;volatility exit;12/11/2010 00:00:00;1,54;-493,76;61,72;-493,76
178;MTA.ZV;Long;2283;breakout_n;29/10/2010 00:00:00;4,38;volatility exit;19/11/2010 00:00:00;4,4;45,660000000001;684,9;-182,64
179;MTA.CMB;Long;1795;breakout_n;29/10/2010 00:00:00;5,57;volatility exit;26/11/2010 00:00:00;5,79;394,9;1130,85;-197,45
180;MTA.DLG;Long;2604;breakout_n;12/11/2010 00:00:00;3,84;volatility exit;26/11/2010 00:00:00;4,28;1145,76;1744,68;0
181;MTA.REY;Long;2232;breakout_52;19/11/2010 00:00:00;4,48;volatility exit;26/11/2010 00:00:00;4,27;-468,72;156,24;-468,72
182;MTA.SOL;Long;2000;breakout_n;19/11/2010 00:00:00;5;volatility exit;26/11/2010 00:00:00;4,76;-480;40;-480
183;MTA.BRE;Long;6060;breakout_52;26/11/2010 00:00:00;1,65;volatility exit;03/12/2010 00:00:00;1,58;-424,2;121,2;-606
184;MTA.DAN;Long;468;breakout_52;26/11/2010 00:00:00;21,34;volatility exit;03/12/2010 00:00:00;20,58;-355,679999999999;154,44;-809,64
185;MTA.CMB;Long;1612;breakout_n;10/12/2010 00:00:00;6,2;volatility exit;17/12/2010 00:00:00;5,93;-435,240000000001;80,6;-435,24
186;MTA.DLG;Long;1937;breakout_52;10/12/2010 00:00:00;5,16;volatility exit;24/12/2010 00:00:00;5,27;213,070000000001;987,87;-464,88
187;MTA.REY;Long;2173;breakout_52;10/12/2010 00:00:00;4,6;volatility exit;24/12/2010 00:00:00;4,86;564,98;1129,96;0
188;MTA.SOL;Long;1968;breakout_52;10/12/2010 00:00:00;5,08;volatility exit;31/12/2010 00:00:00;4,89;-373,920000000001;137,76;-373,92
189;MTA.DAN;Long;420;breakout_52;17/12/2010 00:00:00;23,79;volatility exit;14/01/2011 00:00:00;23,27;-218,4;537,6;-218,4
190;MTA.MAIRE;Long;1146;breakout_n;07/01/2011 00:00:00;8,72;volatility exit;21/01/2011 00:00:00;8,94;252,119999999999;802,2;0
191;MTA.MARR;Long;1297;breakout_52;01/10/2010 00:00:00;7,71;volatility exit;21/01/2011 00:00:00;8,39;881,960000000001;1491,55;-259,4
192;MTA.DLG;Long;1763;breakout_n;14/01/2011 00:00:00;5,67;volatility exit;28/01/2011 00:00:00;5,83;282,08;1163,58;0
193;MTA.SG;Long;1386;breakout_52;21/01/2011 00:00:00;7,21;volatility exit;28/01/2011 00:00:00;7,73;720,720000000001;1288,98;-97,02
194;MTA.SOL;Long;1941;breakout_n;14/01/2011 00:00:00;5,15;volatility exit;28/01/2011 00:00:00;5,12;-58,23;582,3;-329,97
195;MTA.BRE;Long;5988;breakout_n;14/01/2011 00:00:00;1,67;volatility exit;04/02/2011 00:00:00;1,6;-419,159999999999;239,52;-419,16
196;MTA.REY;Long;1953;breakout_n;04/02/2011 00:00:00;5,12;volatility exit;11/02/2011 00:00:00;5,07;-97,65;488,25;-156,24
197;MTA.TIP;Long;6666;breakout_n;28/01/2011 00:00:00;1,5;volatility exit;11/02/2011 00:00:00;1,49;-66,66;466,62;-66,66
198;MTA.BGN;Long;1031;breakout_n;14/01/2011 00:00:00;9,69;volatility exit;25/02/2011 00:00:00;9,94;257,75;804,18;-144,34
199;MTA.BRE;Long;5847;breakout_n;18/02/2011 00:00:00;1,71;volatility exit;25/02/2011 00:00:00;1,65;-350,819999999999;175,41;-350,82
200;MTA.ELN;Long;11235;breakout_n;04/02/2011 00:00:00;0,89;volatility exit;25/02/2011 00:00:00;0,89;0;561,75;-112,35
201;MTA.SG;Long;1228;breakout_n;11/02/2011 00:00:00;8,14;volatility exit;25/02/2011 00:00:00;8,13;-12,28;515,76;-12,28
202;MTA.SOL;Long;1828;breakout_52;11/02/2011 00:00:00;5,47;volatility exit;25/02/2011 00:00:00;5,13;-621,52;18,28;-621,52
203;MTA.ZV;Long;2136;breakout_n;18/02/2011 00:00:00;4,68;volatility exit;25/02/2011 00:00:00;4,5;-384,479999999999;128,16;-384,48
204;MTA.BGN;Long;955;breakout_n;11/03/2011 00:00:00;10,47;volatility exit;18/03/2011 00:00:00;10,26;-200,550000000001;315,15;-200,55
205;MTA.REY;Long;1862;breakout_n;11/03/2011 00:00:00;5,37;volatility exit;18/03/2011 00:00:00;5,18;-353,780000000001;186,2;-484,12
206;MTA.SOL;Long;1824;breakout_n;11/03/2011 00:00:00;5,48;volatility exit;18/03/2011 00:00:00;5,2;-510,72;218,88;-693,12
207;MTA.BRE;Long;5747;breakout_n;01/04/2011 00:00:00;1,74;volatility exit;15/04/2011 00:00:00;1,74;0;574,7;-57,47
208;MTA.PIA;Long;3802;breakout_n;08/04/2011 00:00:00;2,63;volatility exit;15/04/2011 00:00:00;2,58;-190,099999999999;342,18;-190,1
209;MTA.BGN;Long;925;breakout_n;01/04/2011 00:00:00;10,8;volatility exit;22/04/2011 00:00:00;11;184,999999999999;721,5;0
210;MTA.DLG;Long;1562;breakout_n;01/04/2011 00:00:00;6,4;volatility exit;22/04/2011 00:00:00;7,19;1233,98;1827,54;0
211;MTA.ELN;Long;10638;breakout_n;01/04/2011 00:00:00;0,94;volatility exit;22/04/2011 00:00:00;0,89;-531,9;106,38;-531,9
212;MTA.BRE;Long;5434;breakout_n;29/04/2011 00:00:00;1,84;volatility exit;06/05/2011 00:00:00;1,77;-380,38;163,02;-380,38
213;MTA.SOL;Long;1785;breakout_n;01/04/2011 00:00:00;5,6;volatility exit;06/05/2011 00:00:00;5,57;-53,55;535,5;-339,15
214;MTA.ZV;Long;2109;breakout_n;25/03/2011 00:00:00;4,74;volatility exit;13/05/2011 00:00:00;4,83;189,81;1202,13;-126,54
215;MTA.ASC;Long;6451;breakout_n;08/04/2011 00:00:00;1,55;lowest_low exit;13/05/2011 00:00:00;1,52;-193,53;516,08;-193,53
216;MTA.BGN;Long;863;breakout_n;13/05/2011 00:00:00;11,58;volatility exit;20/05/2011 00:00:00;11,01;-491,91;17,26;-491,91
217;MTA.CMB;Long;1485;breakout_n;25/03/2011 00:00:00;6,73;volatility exit;20/05/2011 00:00:00;7,59;1277,1;1871,1;0
218;MTA.BRE;Long;5347;breakout_n;20/05/2011 00:00:00;1,87;volatility exit;27/05/2011 00:00:00;1,77;-534,700000000001;0;-534,7
219;MTA.DLG;Long;1245;breakout_52;06/05/2011 00:00:00;8,03;volatility exit;27/05/2011 00:00:00;7,96;-87,149999999999;435,75;-747
220;MTA.MARR;Long;1128;breakout_n;13/05/2011 00:00:00;8,86;volatility exit;27/05/2011 00:00:00;8,82;-45,119999999999;575,28;-45,12
221;MTA.SOL;Long;1694;breakout_n;20/05/2011 00:00:00;5,9;volatility exit;03/06/2011 00:00:00;5,97;118,579999999999;660,66;-389,62
222;MTA.CMB;Long;1231;breakout_52;03/06/2011 00:00:00;8,12;volatility exit;17/06/2011 00:00:00;8,4;344,679999999999;898,63;0
223;MTA.SG;Long;1168;breakout_n;10/06/2011 00:00:00;8,56;volatility exit;17/06/2011 00:00:00;8,36;-233,600000000001;280,32;-233,6
224;MTA.PIA;Long;3676;breakout_n;10/06/2011 00:00:00;2,72;volatility exit;24/06/2011 00:00:00;2,8;294,08;1102,8;-36,76
225;MTA.BRE;Long;5291;breakout_n;01/07/2011 00:00:00;1,89;volatility exit;15/07/2011 00:00:00;1,94;264,549999999999;1058,2;0
226;MTA.SG;Long;1126;breakout_n;05/08/2011 00:00:00;8,88;volatility exit;12/08/2011 00:00:00;6,82;-2319,56;180,16;-2330,82
227;MTA.DLG;Long;1090;breakout_n;09/03/2012 00:00:00;9,17;volatility exit;23/03/2012 00:00:00;9,17;0;621,3;-163,5
228;MTA.DLG;Long;1026;breakout_n;20/04/2012 00:00:00;9,74;volatility exit;27/04/2012 00:00:00;10,26;533,52;1559,52;0
229;MTA.IF;Long;1980;breakout_52;06/07/2012 00:00:00;5,05;volatility exit;13/07/2012 00:00:00;4,98;-138,599999999999;534,6;-138,6
230;MTA.ELN;Long;11627;breakout_52;07/09/2012 00:00:00;0,86;volatility exit;14/09/2012 00:00:00;0,88;232,54;813,89;0
231;MTA.IF;Long;1879;breakout_n;14/09/2012 00:00:00;5,32;volatility exit;21/09/2012 00:00:00;5,21;-206,690000000001;319,43;-206,69
232;MTA.ELN;Long;10752;breakout_n;05/10/2012 00:00:00;0,93;volatility exit;19/10/2012 00:00:00;0,95;215,04;752,64;-107,52
233;MTA.IF;Long;1821;breakout_n;19/10/2012 00:00:00;5,49;volatility exit;26/10/2012 00:00:00;5,24;-455,25;54,63;-455,25
234;MTA.DAN;Long;455;breakout_52;02/11/2012 00:00:00;21,97;volatility exit;09/11/2012 00:00:00;22,21;109,200000000001;641,55;0
235;MTA.BGN;Long;931;breakout_n;05/10/2012 00:00:00;10,74;volatility exit;16/11/2012 00:00:00;11,38;595,84;1154,44;0
236;MTA.REY;Long;2118;breakout_52;21/09/2012 00:00:00;4,72;volatility exit;23/11/2012 00:00:00;5,02;635,400000000001;1207,26;-338,88
237;MTA.IF;Long;1811;breakout_n;16/11/2012 00:00:00;5,52;volatility exit;07/12/2012 00:00:00;5,44;-144,88;380,31;-217,32
238;MTA.ELN;Long;9345;breakout_n;23/11/2012 00:00:00;1,07;volatility exit;07/12/2012 00:00:00;1,01;-560,700000000001;0;-560,7
239;MTA.BGN;Long;834;breakout_n;30/11/2012 00:00:00;11,98;volatility exit;14/12/2012 00:00:00;11,67;-258,54;642,18;-258,54
240;MTA.DLG;Long;886;breakout_52;28/12/2012 00:00:00;11,28;volatility exit;11/01/2013 00:00:00;10,7;-513,879999999999;70,88;-513,88
241;MTA.BZU;Long;1058;breakout_n;21/12/2012 00:00:00;9,45;volatility exit;18/01/2013 00:00:00;9,98;560,739999999999;1206,12;0
242;MTA.CE;Long;2352;breakout_n;04/01/2013 00:00:00;4,25;volatility exit;18/01/2013 00:00:00;4,39;329,279999999999;893,76;0
243;MTA.REY;Long;1890;breakout_n;04/01/2013 00:00:00;5,29;volatility exit;25/01/2013 00:00:00;5,67;718,2;1304,1;-245,7
244;MTA.BGN;Long;761;breakout_n;04/01/2013 00:00:00;13,13;volatility exit;01/02/2013 00:00:00;14,38;951,25;1529,61;-98,93
245;MTA.CMB;Long;1428;breakout_52;25/01/2013 00:00:00;7;volatility exit;01/02/2013 00:00:00;7,09;128,52;671,16;0
246;MTA.BRE;Long;5128;breakout_52;28/12/2012 00:00:00;1,95;volatility exit;08/02/2013 00:00:00;1,99;205,12;769,2;-153,84
247;MTA.DAN;Long;427;breakout_n;11/01/2013 00:00:00;23,38;volatility exit;08/02/2013 00:00:00;22,23;-491,049999999999;222,04;-491,05
248;MTA.DLG;Long;855;breakout_52;25/01/2013 00:00:00;11,69;volatility exit;08/02/2013 00:00:00;11,76;59,85;589,95;-102,6
249;MTA.IF;Long;1745;breakout_n;04/01/2013 00:00:00;5,73;volatility exit;22/02/2013 00:00:00;6,51;1361,1;2216,15;-226,85
250;MTA.CEM;Long;4716;breakout_n;15/02/2013 00:00:00;2,12;volatility exit;22/02/2013 00:00:00;2,01;-518,759999999999;94,32;-518,76
251;MTA.REY;Long;1636;breakout_52;08/02/2013 00:00:00;6,11;volatility exit;22/02/2013 00:00:00;6,13;32,719999999999;638,04;0
252;MTA.BRE;Long;4672;breakout_52;22/02/2013 00:00:00;2,14;volatility exit;01/03/2013 00:00:00;2,06;-373,76;140,16;-420,48
253;MTA.DLG;Long;769;breakout_52;22/02/2013 00:00:00;13;volatility exit;01/03/2013 00:00:00;12,01;-761,31;0;-1038,15
254;MTA.SFER;Long;500;breakout_n;01/02/2013 00:00:00;19,98;volatility exit;01/03/2013 00:00:00;20,48;250;985;-795
255;MTA.BZU;Long;912;breakout_n;01/03/2013 00:00:00;10,96;volatility exit;15/03/2013 00:00:00;10,96;0;611,04;0
256;MTA.CEM;Long;4672;breakout_n;08/03/2013 00:00:00;2,14;volatility exit;15/03/2013 00:00:00;2,08;-280,32;233,6;-280,32
257;MTA.DLG;Long;769;breakout_n;15/03/2013 00:00:00;13;volatility exit;22/03/2013 00:00:00;12,59;-315,29;230,7;-730,55
258;MTA.MARR;Long;1145;breakout_52;01/03/2013 00:00:00;8,73;volatility exit;22/03/2013 00:00:00;8,74;11,45;538,15;-767,15
259;MTA.SFER;Long;447;breakout_n;15/03/2013 00:00:00;22,36;volatility exit;22/03/2013 00:00:00;21,19;-522,989999999999;151,98;-737,55
260;MTA.BGN;Long;660;breakout_n;15/03/2013 00:00:00;15,14;volatility exit;29/03/2013 00:00:00;14,87;-178,2;369,6;-178,2
261;MTA.REY;Long;1508;breakout_52;08/03/2013 00:00:00;6,63;volatility exit;29/03/2013 00:00:00;7,16;799,24;1508;-150,8
262;MTA.BZU;Long;803;breakout_52;29/03/2013 00:00:00;12,45;volatility exit;05/04/2013 00:00:00;11,51;-754,820000000001;40,15;-794,97
263;MTA.CEM;Long;4444;breakout_52;29/03/2013 00:00:00;2,25;volatility exit;05/04/2013 00:00:00;2,14;-488,839999999999;44,44;-577,72
264;MTA.SOL;Long;2070;breakout_52;29/03/2013 00:00:00;4,83;volatility exit;05/04/2013 00:00:00;4,63;-414;103,5;-641,7
265;MTA.ASC;Long;7407;breakout_52;29/03/2013 00:00:00;1,35;volatility exit;05/04/2013 00:00:00;1,33;-148,14;370,35;-148,14
266;MTA.BRE;Long;4273;breakout_52;15/03/2013 00:00:00;2,34;volatility exit;12/04/2013 00:00:00;2,48;598,22;1196,44;0
267;MTA.TIP;Long;6172;breakout_n;12/04/2013 00:00:00;1,62;volatility exit;19/04/2013 00:00:00;1,55;-432,04;123,44;-432,04
268;MTA.CEM;Long;4424;breakout_n;19/04/2013 00:00:00;2,26;volatility exit;26/04/2013 00:00:00;2,1;-707,840000000001;0;-840,56
269;MTA.SOL;Long;2000;breakout_52;19/04/2013 00:00:00;5;volatility exit;26/04/2013 00:00:00;4,89;-220,000000000001;300;-480
270;MTA.REY;Long;1293;breakout_n;26/04/2013 00:00:00;7,73;volatility exit;03/05/2013 00:00:00;7,36;-478,41;25,86;-478,41
271;MTA.IF;Long;1428;breakout_n;08/03/2013 00:00:00;7;volatility exit;10/05/2013 00:00:00;7,88;1256,64;1856,4;-714
272;MTA.ACE;Long;1941;breakout_n;03/05/2013 00:00:00;5,15;volatility exit;10/05/2013 00:00:00;5,17;38,819999999999;582,3;0
273;MTA.BGN;Long;636;breakout_n;03/05/2013 00:00:00;15,7;volatility exit;24/05/2013 00:00:00;17,26;992,16;1570,92;0
274;MTA.SFER;Long;440;breakout_n;26/04/2013 00:00:00;22,7;volatility exit;24/05/2013 00:00:00;23,98;563,200000000001;1122;-202,4
275;MTA.ASC;Long;7092;breakout_n;10/05/2013 00:00:00;1,41;volatility exit;24/05/2013 00:00:00;1,34;-496,439999999999;425,52;-496,44
276;MTA.IF;Long;1141;breakout_52;24/05/2013 00:00:00;8,76;volatility exit;31/05/2013 00:00:00;8,15;-696,009999999999;102,69;-730,24
277;MTA.BRE;Long;3816;breakout_n;24/05/2013 00:00:00;2,62;volatility exit;31/05/2013 00:00:00;2,5;-457,92;76,32;-457,92
278;MTA.DIS;Long;22222;breakout_52;17/05/2013 00:00:00;0,45;volatility exit;31/05/2013 00:00:00;0,48;666,659999999999;1333,32;-222,22
279;MTA.IRE;Long;14285;breakout_52;19/04/2013 00:00:00;0,7;volatility exit;31/05/2013 00:00:00;0,88;2571,3;3856,95;0
280;MTA.MARR;Long;1086;breakout_n;03/05/2013 00:00:00;9,2;volatility exit;31/05/2013 00:00:00;9,55;380,1;1248,9;-21,72
281;MTA.REY;Long;1290;breakout_n;17/05/2013 00:00:00;7,75;volatility exit;31/05/2013 00:00:00;8,21;593,400000000001;1161;-51,6
282;MTA.SOL;Long;1934;breakout_52;10/05/2013 00:00:00;5,17;volatility exit;31/05/2013 00:00:00;5,32;290,100000000001;850,96;-328,78
283;MTA.BZU;Long;800;breakout_n;31/05/2013 00:00:00;12,5;volatility exit;07/06/2013 00:00:00;12,3;-159,999999999999;376;-160
284;MTA.CEM;Long;4424;breakout_n;17/05/2013 00:00:00;2,26;volatility exit;07/06/2013 00:00:00;2,32;265,439999999998;840,56;-221,2
285;MTA.ITM;Long;1288;breakout_n;31/05/2013 00:00:00;7,76;volatility exit;07/06/2013 00:00:00;7,43;-425,04;90,16;-425,04
286;MTA.IVS;Long;1801;breakout_52;24/05/2013 00:00:00;5,55;volatility exit;07/06/2013 00:00:00;5,61;108,060000000001;864,48;-126,07
287;MTA.ACE;Long;1808;breakout_52;24/05/2013 00:00:00;5,53;volatility exit;14/06/2013 00:00:00;6,17;1157,12;1753,76;0
288;MTA.TIP;Long;6097;breakout_n;03/05/2013 00:00:00;1,64;lowest_low exit;21/06/2013 00:00:00;1,55;-548,73;0;-548,73
289;MTA.BRE;Long;3787;breakout_n;14/06/2013 00:00:00;2,64;volatility exit;28/06/2013 00:00:00;2,6;-151,48;530,18;-189,35
290;MTA.ACE;Long;1517;breakout_n;05/07/2013 00:00:00;6,59;volatility exit;12/07/2013 00:00:00;6,27;-485,439999999999;15,17;-652,31
291;MTA.BRE;Long;3546;breakout_52;12/07/2013 00:00:00;2,82;volatility exit;19/07/2013 00:00:00;2,93;390,060000000001;957,42;0
292;MTA.IF;Long;1129;breakout_n;26/07/2013 00:00:00;8,85;volatility exit;02/08/2013 00:00:00;8,93;90,32;620,95;0
293;MTA.SOL;Long;1745;breakout_n;26/07/2013 00:00:00;5,73;volatility exit;02/08/2013 00:00:00;5,43;-523,500000000001;0;-523,5
294;MTA.BGN;Long;550;breakout_n;26/07/2013 00:00:00;18,17;volatility exit;09/08/2013 00:00:00;18,57;219,999999999999;869;0
295;MTA.CEM;Long;4032;breakout_n;02/08/2013 00:00:00;2,48;volatility exit;09/08/2013 00:00:00;2,42;-241,92;282,24;-241,92
296;MTA.BRE;Long;3086;breakout_52;02/08/2013 00:00:00;3,24;volatility exit;16/08/2013 00:00:00;3,48;740,639999999999;1326,98;0
297;MTA.ITM;Long;1277;breakout_n;26/07/2013 00:00:00;7,83;volatility exit;16/08/2013 00:00:00;8,58;957,75;1545,17;0
298;MTA.ACE;Long;1479;breakout_52;26/07/2013 00:00:00;6,76;volatility exit;16/08/2013 00:00:00;7,19;635,970000000001;1197,99;-606,39
299;MTA.MARR;Long;966;breakout_n;02/08/2013 00:00:00;10,35;volatility exit;23/08/2013 00:00:00;9,79;-540,959999999999;144,9;-540,96
300;MTA.TIP;Long;6097;breakout_n;09/08/2013 00:00:00;1,64;volatility exit;23/08/2013 00:00:00;1,76;731,639999999999;1341,34;0
301;MTA.SFER;Long;396;breakout_n;12/07/2013 00:00:00;25,25;lowest_low exit;30/08/2013 00:00:00;24,61;-253,44;403,92;-253,44
302;MTA.IF;Long;1037;breakout_n;30/08/2013 00:00:00;9,64;volatility exit;06/09/2013 00:00:00;9,19;-466,650000000001;41,48;-757,01
303;MTA.REY;Long;1098;breakout_n;02/08/2013 00:00:00;9,1;volatility exit;13/09/2013 00:00:00;10,65;1701,9;2338,74;-439,2
304;MTA.BRE;Long;2724;breakout_n;20/09/2013 00:00:00;3,67;volatility exit;27/09/2013 00:00:00;3,72;136,200000000001;681;0
305;MTA.TIP;Long;5376;breakout_n;20/09/2013 00:00:00;1,86;volatility exit;27/09/2013 00:00:00;1,9;215,04;806,4;0
306;MTA.IF;Long;1033;breakout_n;27/09/2013 00:00:00;9,68;volatility exit;04/10/2013 00:00:00;9,36;-330,56;599,14;-330,56
307;MTA.CEM;Long;3717;breakout_n;13/09/2013 00:00:00;2,69;volatility exit;04/10/2013 00:00:00;2,72;111,510000000001;929,25;0
308;MTA.CE;Long;2237;breakout_n;27/09/2013 00:00:00;4,47;volatility exit;04/10/2013 00:00:00;4,15;-715,839999999999;156,59;-715,84
309;MTA.CALT;Long;7246;breakout_52;27/09/2013 00:00:00;1,38;volatility exit;11/10/2013 00:00:00;1,47;652,139999999999;1231,82;-434,76
310;MTA.SFER;Long;380;breakout_n;04/10/2013 00:00:00;26,27;volatility exit;18/10/2013 00:00:00;25,08;-452,199999999999;49,4;-452,2
311;MTA.ACE;Long;1321;breakout_n;11/10/2013 00:00:00;7,57;volatility exit;18/10/2013 00:00:00;7,19;-501,98;66,05;-501,98
312;MTA.DIS;Long;19607;breakout_n;18/10/2013 00:00:00;0,51;volatility exit;25/10/2013 00:00:00;0,54;588,21;1176,42;0
313;MTA.IRE;Long;10309;breakout_n;04/10/2013 00:00:00;0,97;volatility exit;25/10/2013 00:00:00;1,08;1133,99;1752,53;0
314;MTA.SOL;Long;1745;breakout_n;30/08/2013 00:00:00;5,73;volatility exit;25/10/2013 00:00:00;5,89;279,199999999999;1047;-453,7
315;MTA.TIP;Long;4854;breakout_52;11/10/2013 00:00:00;2,06;volatility exit;25/10/2013 00:00:00;2,14;388,32;970,8;-339,78
316;MTA.ASC;Long;7142;breakout_n;11/10/2013 00:00:00;1,4;volatility exit;25/10/2013 00:00:00;1,51;785,619999999999;1356,98;-71,42
317;MTA.BRE;Long;2518;breakout_n;18/10/2013 00:00:00;3,97;volatility exit;01/11/2013 00:00:00;3,9;-176,260000000001;478,42;-377,7
318;MTA.REY;Long;890;breakout_n;11/10/2013 00:00:00;11,23;volatility exit;01/11/2013 00:00:00;11,63;356;907,8;-373,8
319;MTA.MN;Long;7299;breakout_n;01/11/2013 00:00:00;1,37;volatility exit;08/11/2013 00:00:00;1,54;1240,83;1970,73;0
320;MTA.BGN;Long;506;breakout_n;08/11/2013 00:00:00;19,75;volatility exit;15/11/2013 00:00:00;19,18;-288,42;222,64;-288,42
321;MTA.IF;Long;974;breakout_n;18/10/2013 00:00:00;10,26;volatility exit;15/11/2013 00:00:00;11,03;749,98;1324,64;0
322;MTA.CEM;Long;2976;breakout_52;18/10/2013 00:00:00;3,36;volatility exit;15/11/2013 00:00:00;3,54;535,680000000001;1101,12;-386,88
323;MTA.DIS;Long;17543;breakout_n;08/11/2013 00:00:00;0,57;volatility exit;15/11/2013 00:00:00;0,55;-350,86;175,43;-350,86
324;MTA.ELN;Long;9174;breakout_n;18/10/2013 00:00:00;1,09;volatility exit;15/11/2013 00:00:00;1,07;-183,48;366,96;-183,48
325;MTA.IRE;Long;8771;breakout_n;08/11/2013 00:00:00;1,14;volatility exit;15/11/2013 00:00:00;1,13;-87,71;438,55;-87,71
326;MTA.ITM;Long;1106;breakout_n;04/10/2013 00:00:00;9,04;volatility exit;15/11/2013 00:00:00;11,43;2643,34;3318;-77,42
327;MTA.CE;Long;1964;breakout_52;18/10/2013 00:00:00;5,09;volatility exit;22/11/2013 00:00:00;5,54;883,8;1473;0
328;MTA.MARR;Long;952;breakout_n;18/10/2013 00:00:00;10,5;volatility exit;22/11/2013 00:00:00;11,63;1075,76;1666;0
329;MTA.BGN;Long;495;breakout_n;29/11/2013 00:00:00;20,19;volatility exit;06/12/2013 00:00:00;20,41;108,899999999999;643,5;0
330;MTA.CALT;Long;5208;breakout_n;29/11/2013 00:00:00;1,92;volatility exit;06/12/2013 00:00:00;1,9;-104,159999999999;677,04;-104,16
331;MTA.CMB;Long;1333;breakout_52;04/10/2013 00:00:00;7,5;volatility exit;06/12/2013 00:00:00;8,36;1146,38;1732,9;-119,97
332;MTA.PIA;Long;4347;breakout_n;29/11/2013 00:00:00;2,3;volatility exit;06/12/2013 00:00:00;2,29;-43,470000000001;608,58;-43,47
333;MTA.REY;Long;806;breakout_52;15/11/2013 00:00:00;12,4;volatility exit;06/12/2013 00:00:00;12,58;145,08;765,7;0
334;MTA.SFER;Long;357;breakout_52;29/11/2013 00:00:00;27,94;volatility exit;06/12/2013 00:00:00;27,97;10,709999999999;681,87;-71,4
335;MTA.TIP;Long;4255;breakout_n;29/11/2013 00:00:00;2,35;volatility exit;06/12/2013 00:00:00;2,43;340,4;893,55;0
336;MTA.ZV;Long;2004;breakout_n;29/11/2013 00:00:00;4,99;volatility exit;06/12/2013 00:00:00;4,81;-360,719999999999;160,32;-360,72
337;MTA.CEM;Long;2680;breakout_n;29/11/2013 00:00:00;3,73;volatility exit;13/12/2013 00:00:00;3,6;-348,4;187,6;-348,4
338;MTA.MOL;Long;2500;breakout_n;18/10/2013 00:00:00;4;volatility exit;13/12/2013 00:00:00;4,03;75,000000000001;700;-100
339;MTA.ASC;Long;6289;breakout_n;22/11/2013 00:00:00;1,59;volatility exit;13/12/2013 00:00:00;1,63;251,56;880,46;0
340;MTA.CALT;Long;4878;breakout_n;20/12/2013 00:00:00;2,05;volatility exit;27/12/2013 00:00:00;1,97;-390,239999999999;146,34;-390,24
341;MTA.CE;Long;1712;breakout_n;20/12/2013 00:00:00;5,84;volatility exit;27/12/2013 00:00:00;5,71;-222,56;308,16;-222,56
342;MTA.ACE;Long;1273;breakout_n;08/11/2013 00:00:00;7,85;volatility exit;03/01/2014 00:00:00;8,04;241,87;827,45;0
343;MTA.BGN;Long;465;breakout_n;20/12/2013 00:00:00;21,49;volatility exit;10/01/2014 00:00:00;21,73;111,599999999999;1325,25;0
344;MTA.PIA;Long;4098;breakout_n;27/12/2013 00:00:00;2,44;volatility exit;10/01/2014 00:00:00;2,35;-368,819999999999;245,88;-450,78
345;MTA.REY;Long;727;breakout_52;20/12/2013 00:00:00;13,74;volatility exit;10/01/2014 00:00:00;14,25;370,77;916,02;-407,12
346;MTA.IF;Long;860;breakout_n;20/12/2013 00:00:00;11,62;volatility exit;17/01/2014 00:00:00;12,9;1100,8;1685,6;0
347;MTA.CMB;Long;1136;breakout_n;20/12/2013 00:00:00;8,8;volatility exit;17/01/2014 00:00:00;8,64;-181,76;340,8;-181,76
348;MTA.DAN;Long;413;breakout_n;27/12/2013 00:00:00;24,16;volatility exit;17/01/2014 00:00:00;25,22;437,779999999999;987,07;0
349;MTA.BZU;Long;761;breakout_52;17/01/2014 00:00:00;13,14;volatility exit;24/01/2014 00:00:00;13,26;91,319999999999;624,02;0
350;MTA.CALT;Long;4807;breakout_n;10/01/2014 00:00:00;2,08;volatility exit;24/01/2014 00:00:00;2,19;528,769999999999;1105,61;-384,56
351;MTA.CE;Long;1661;breakout_n;10/01/2014 00:00:00;6,02;volatility exit;24/01/2014 00:00:00;6,3;465,079999999999;1029,82;-16,61
352;MTA.ASC;Long;5780;breakout_n;10/01/2014 00:00:00;1,73;volatility exit;24/01/2014 00:00:00;1,83;578,000000000001;1156;0
353;MTA.CEM;Long;2444;breakout_52;27/12/2013 00:00:00;4,09;volatility exit;31/01/2014 00:00:00;4,5;1002,04;2004,08;-24,44
354;MTA.DIS;Long;17241;breakout_n;24/01/2014 00:00:00;0,58;volatility exit;31/01/2014 00:00:00;0,58;0;1034,46;0
355;MTA.ITM;Long;813;breakout_n;17/01/2014 00:00:00;12,3;volatility exit;31/01/2014 00:00:00;12,95;528,45;1089,42;0
