tradeN;symbol;type;shares;entrySignal;entryTime;entryPrice;exitSignal;exitTime;exitPrice;profit;runUp;drawDown
356;MTA.MARR;Long;816;breakout_n;03/01/2014 00:00:00;12,25;volatility exit;31/01/2014 00:00:00;11,62;-514,079999999999;81,6;-514,08
357;MTA.ACE;Long;1176;breakout_n;24/01/2014 00:00:00;8,5;volatility exit;31/01/2014 00:00:00;8,22;-329,279999999999;188,16;-329,28
358;MTA.CALT;Long;4132;breakout_n;07/02/2014 00:00:00;2,42;volatility exit;14/02/2014 00:00:00;2,35;-289,239999999999;289,24;-289,24
359;MTA.BRE;Long;2403;breakout_n;14/02/2014 00:00:00;4,16;volatility exit;28/02/2014 00:00:00;4,25;216,27;768,96;0
360;MTA.DAN;Long;376;breakout_n;21/02/2014 00:00:00;26,55;volatility exit;28/02/2014 00:00:00;25,59;-360,96;146,64;-360,96
361;MTA.DLG;Long;712;breakout_52;14/02/2014 00:00:00;14,04;volatility exit;28/02/2014 00:00:00;14,4;256,32;847,28;0
362;MTA.ITM;Long;733;breakout_n;14/02/2014 00:00:00;13,64;volatility exit;28/02/2014 00:00:00;13,23;-300,53;395,82;-300,53
363;MTA.REY;Long;666;breakout_n;14/02/2014 00:00:00;15;volatility exit;28/02/2014 00:00:00;15,03;19,980000000001;552,78;-193,14
364;MTA.SOL;Long;1579;breakout_n;21/02/2014 00:00:00;6,33;volatility exit;28/02/2014 00:00:00;6,21;-189,48;331,59;-189,48
365;MTA.BZU;Long;716;breakout_n;14/02/2014 00:00:00;13,96;volatility exit;07/03/2014 00:00:00;13,9;-42,96;486,88;-143,2
366;MTA.CALT;Long;3906;breakout_52;28/02/2014 00:00:00;2,56;volatility exit;07/03/2014 00:00:00;2,47;-351,539999999999;351,54;-351,54
367;MTA.CEM;Long;2036;breakout_n;14/02/2014 00:00:00;4,91;volatility exit;07/03/2014 00:00:00;6;2219,24;2870,76;0
368;MTA.MARR;Long;809;breakout_n;14/02/2014 00:00:00;12,35;volatility exit;07/03/2014 00:00:00;13,15;647,200000000001;1310,58;0
369;MTA.ASC;Long;5181;breakout_n;21/02/2014 00:00:00;1,93;volatility exit;07/03/2014 00:00:00;1,88;-259,049999999999;259,05;-362,67
370;MTA.CMB;Long;1098;breakout_n;14/02/2014 00:00:00;9,1;volatility exit;14/03/2014 00:00:00;9,83;801,54;1416,42;-318,42
371;MTA.CE;Long;1506;breakout_n;07/03/2014 00:00:00;6,64;volatility exit;14/03/2014 00:00:00;6,46;-271,080000000001;391,56;-271,08
372;MTA.PIA;Long;4000;breakout_n;07/03/2014 00:00:00;2,5;volatility exit;14/03/2014 00:00:00;2,41;-359,999999999999;160;-360
373;MTA.SG;Long;1137;breakout_52;07/03/2014 00:00:00;8,79;volatility exit;14/03/2014 00:00:00;8,48;-352,470000000001;159,18;-352,47
374;MTA.ZV;Long;1972;breakout_n;10/01/2014 00:00:00;5,07;volatility exit;14/03/2014 00:00:00;5,34;532,439999999999;1163,48;-197,2
375;MTA.BRE;Long;1934;breakout_52;14/03/2014 00:00:00;5,17;volatility exit;21/03/2014 00:00:00;5,12;-96,7;599,54;-386,8
376;MTA.DLG;Long;653;breakout_52;14/03/2014 00:00:00;15,31;volatility exit;21/03/2014 00:00:00;15,7;254,67;1234,17;0
377;MTA.IRE;Long;8403;breakout_n;21/02/2014 00:00:00;1,19;volatility exit;21/03/2014 00:00:00;1,24;420,15;1428,51;0
378;MTA.JUVE;Long;62500;breakout_n;14/03/2014 00:00:00;0,16;volatility exit;21/03/2014 00:00:00;0,15;-625,000000000001;0;-625
379;MTA.MOL;Long;2336;breakout_n;14/02/2014 00:00:00;4,28;volatility exit;21/03/2014 00:00:00;4,4;280,32;1354,88;-373,76
380;MTA.SES;Long;851;breakout_52;07/02/2014 00:00:00;11,75;volatility exit;21/03/2014 00:00:00;12,67;782,92;1489,25;-51,06
381;MTA.ACE;Long;1154;breakout_n;14/02/2014 00:00:00;8,66;volatility exit;21/03/2014 00:00:00;10,25;1834,86;2573,42;-11,54
382;MTA.CALT;Long;3759;breakout_52;21/03/2014 00:00:00;2,66;volatility exit;28/03/2014 00:00:00;2,56;-375,9;300,72;-375,9
383;MTA.ELN;Long;8849;breakout_n;21/02/2014 00:00:00;1,13;volatility exit;28/03/2014 00:00:00;1,45;2831,68;3539,6;-353,96
384;MTA.IVS;Long;1451;breakout_52;07/03/2014 00:00:00;6,89;volatility exit;28/03/2014 00:00:00;7,37;696,479999999999;1697,67;-609,42
385;MTA.SOL;Long;1529;breakout_n;14/03/2014 00:00:00;6,54;volatility exit;28/03/2014 00:00:00;6,31;-351,669999999999;168,19;-473,99
386;MTA.TIP;Long;3906;breakout_n;21/03/2014 00:00:00;2,56;volatility exit;28/03/2014 00:00:00;2,6;156,24;703,08;0
387;MTA.SRS;Long;7692;breakout_n;28/03/2014 00:00:00;1,3;volatility exit;04/04/2014 00:00:00;1,23;-538,440000000001;153,84;-538,44
388;MTA.IF;Long;736;breakout_n;14/03/2014 00:00:00;13,58;volatility exit;11/04/2014 00:00:00;15,68;1545,6;2156,48;0
389;MTA.BRE;Long;1824;breakout_n;04/04/2014 00:00:00;5,48;volatility exit;11/04/2014 00:00:00;5,64;291,839999999999;839,04;0
390;MTA.CE;Long;1366;breakout_n;04/04/2014 00:00:00;7,32;volatility exit;11/04/2014 00:00:00;7,21;-150,26;368,82;-150,26
391;MTA.JUVE;Long;62500;breakout_n;04/04/2014 00:00:00;0,16;volatility exit;11/04/2014 00:00:00;0,15;-625,000000000001;0;-625
392;MTA.MAIRE;Long;4672;breakout_52;28/03/2014 00:00:00;2,14;volatility exit;11/04/2014 00:00:00;2,7;2616,32;3644,16;0
393;MTA.MOL;Long;2049;breakout_52;04/04/2014 00:00:00;4,88;volatility exit;11/04/2014 00:00:00;5,04;327,84;1065,48;0
394;MTA.PIA;Long;3703;breakout_n;04/04/2014 00:00:00;2,7;volatility exit;11/04/2014 00:00:00;2,82;444,359999999999;999,81;0
395;MTA.REY;Long;607;breakout_n;04/04/2014 00:00:00;16,46;volatility exit;11/04/2014 00:00:00;15,77;-418,830000000001;91,05;-418,83
396;MTA.ZV;Long;1766;breakout_n;28/03/2014 00:00:00;5,66;volatility exit;11/04/2014 00:00:00;6,27;1077,26;1677,7;0
397;MTA.ACE;Long;918;breakout_n;04/04/2014 00:00:00;10,89;volatility exit;11/04/2014 00:00:00;10,41;-440,64;64,26;-440,64
398;MTA.CEM;Long;1412;breakout_n;11/04/2014 00:00:00;7,08;volatility exit;18/04/2014 00:00:00;7,07;-14,12;578,92;-14,12
399;MTA.ELN;Long;6289;breakout_52;11/04/2014 00:00:00;1,59;volatility exit;18/04/2014 00:00:00;1,4;-1194,91;0;-1320,69
400;MTA.ITM;Long;694;breakout_n;11/04/2014 00:00:00;14,39;volatility exit;18/04/2014 00:00:00;15,49;763,4;1332,48;0
401;MTA.MARR;Long;715;breakout_n;21/03/2014 00:00:00;13,97;volatility exit;18/04/2014 00:00:00;13,68;-207,350000000001;371,8;-207,35
402;MTA.SES;Long;739;breakout_n;11/04/2014 00:00:00;13,52;volatility exit;18/04/2014 00:00:00;12,87;-480,349999999999;22,17;-480,35
403;MTA.ASC;Long;4716;breakout_n;04/04/2014 00:00:00;2,12;volatility exit;18/04/2014 00:00:00;2,09;-141,480000000001;471,6;-141,48
404;MTA.CALT;Long;3546;breakout_52;11/04/2014 00:00:00;2,82;volatility exit;02/05/2014 00:00:00;2,88;212,76;780,12;-212,76
405;MTA.IVS;Long;1233;breakout_n;25/04/2014 00:00:00;8,11;volatility exit;02/05/2014 00:00:00;7,86;-308,249999999999;209,61;-369,9
406;MTA.JUVE;Long;62500;breakout_n;25/04/2014 00:00:00;0,16;lowest_low exit;02/05/2014 00:00:00;0,15;-625,000000000001;0;-625
407;MTA.PIA;Long;3367;breakout_n;25/04/2014 00:00:00;2,97;volatility exit;02/05/2014 00:00:00;2,89;-269,36;404,04;-269,36
408;MTA.REY;Long;602;breakout_n;25/04/2014 00:00:00;16,61;volatility exit;02/05/2014 00:00:00;15,91;-421,4;222,74;-421,4
409;MTA.CMB;Long;962;breakout_n;28/03/2014 00:00:00;10,39;volatility exit;09/05/2014 00:00:00;11,56;1125,54;1712,36;-394,42
410;MTA.MOL;Long;1814;breakout_n;09/05/2014 00:00:00;5,51;volatility exit;16/05/2014 00:00:00;5,06;-816,299999999999;0;-907
411;MTA.DLG;Long;581;breakout_n;16/05/2014 00:00:00;17,2;volatility exit;23/05/2014 00:00:00;16;-697,2;34,86;-929,6
412;MTA.CMB;Long;821;breakout_n;06/06/2014 00:00:00;12,17;volatility exit;13/06/2014 00:00:00;11,96;-172,409999999999;476,18;-262,72
413;MTA.SES;Long;738;breakout_n;16/05/2014 00:00:00;13,55;volatility exit;13/06/2014 00:00:00;13,53;-14,76;516,6;-14,76
414;MTA.ELN;Long;6289;breakout_n;13/06/2014 00:00:00;1,59;volatility exit;20/06/2014 00:00:00;1,51;-503,12;0;-503,12
415;MTA.SOL;Long;1503;breakout_n;06/06/2014 00:00:00;6,65;volatility exit;20/06/2014 00:00:00;7,07;631,26;1202,4;-330,66
416;MTA.ACE;Long;909;breakout_n;13/06/2014 00:00:00;10,99;volatility exit;20/06/2014 00:00:00;10,75;-218,16;299,97;-218,16
417;MTA.MARR;Long;690;breakout_n;20/06/2014 00:00:00;14,49;volatility exit;27/06/2014 00:00:00;13,81;-469,2;41,4;-538,2
418;MTA.ELN;Long;6172;breakout_52;12/12/2014 00:00:00;1,62;volatility exit;19/12/2014 00:00:00;1,59;-185,16;370,32;-185,16
419;MTA.ELN;Long;5952;breakout_n;02/01/2015 00:00:00;1,68;volatility exit;23/01/2015 00:00:00;1,9;1309,44;1964,16;0
420;MTA.BGN;Long;403;breakout_52;06/02/2015 00:00:00;24,78;volatility exit;13/02/2015 00:00:00;23,98;-322,4;290,16;-322,4
421;MTA.TIP;Long;3521;breakout_52;06/02/2015 00:00:00;2,84;volatility exit;20/02/2015 00:00:00;3;563,36;1126,72;0
422;MTA.MARR;Long;662;breakout_52;09/01/2015 00:00:00;15,1;volatility exit;27/02/2015 00:00:00;15,61;337,620000000001;887,08;-556,08
423;MTA.MOL;Long;1769;breakout_52;20/02/2015 00:00:00;5,65;volatility exit;27/02/2015 00:00:00;5,85;353,8;902,19;0
424;MTA.IF;Long;591;breakout_52;27/02/2015 00:00:00;16,9;volatility exit;13/03/2015 00:00:00;16,94;23,640000000002;555,54;-112,29
425;MTA.DLG;Long;550;breakout_n;06/03/2015 00:00:00;18,18;volatility exit;13/03/2015 00:00:00;19,58;770,000000000001;1419;0
426;MTA.BRE;Long;1584;breakout_52;30/01/2015 00:00:00;6,31;volatility exit;20/03/2015 00:00:00;7,46;1821,6;2455,2;-190,08
427;MTA.SES;Long;690;breakout_52;27/02/2015 00:00:00;14,49;volatility exit;20/03/2015 00:00:00;15,1;420,9;1041,9;-186,3
428;MTA.MOL;Long;1623;breakout_n;13/03/2015 00:00:00;6,16;volatility exit;27/03/2015 00:00:00;6,8;1038,72;2077,44;0
429;MTA.SFER;Long;381;breakout_52;06/02/2015 00:00:00;26,21;volatility exit;27/03/2015 00:00:00;28,7;948,689999999999;1527,81;-194,31
430;MTA.TIP;Long;3134;breakout_52;06/03/2015 00:00:00;3,19;volatility exit;27/03/2015 00:00:00;3,4;658,14;1378,96;-94,02
431;MTA.CMB;Long;730;breakout_52;20/03/2015 00:00:00;13,68;volatility exit;03/04/2015 00:00:00;14,25;416,1;963,6;0
432;MTA.ELN;Long;4975;breakout_n;06/03/2015 00:00:00;2,01;volatility exit;10/04/2015 00:00:00;2,49;2388;3184;0
433;MTA.SRS;Long;6622;breakout_52;03/04/2015 00:00:00;1,51;volatility exit;10/04/2015 00:00:00;1,72;1390,62;2516,36;0
434;MTA.BGN;Long;392;breakout_n;27/02/2015 00:00:00;25,5;volatility exit;17/04/2015 00:00:00;30,4;1920,8;2548;-329,28
435;MTA.IF;Long;560;breakout_n;27/03/2015 00:00:00;17,84;volatility exit;17/04/2015 00:00:00;19,55;957,6;1657,6;0
436;MTA.CE;Long;1282;breakout_52;27/03/2015 00:00:00;7,8;volatility exit;17/04/2015 00:00:00;7,97;217,94;756,38;0
437;MTA.JUVE;Long;58823;breakout_52;03/04/2015 00:00:00;0,17;volatility exit;17/04/2015 00:00:00;0,19;1176,46;1764,69;0
438;MTA.MARR;Long;608;breakout_n;10/04/2015 00:00:00;16,44;volatility exit;17/04/2015 00:00:00;16,69;152;772,16;0
439;MTA.MOL;Long;1225;breakout_52;10/04/2015 00:00:00;8,16;volatility exit;17/04/2015 00:00:00;8,23;85,75;649,25;-24,5
440;MTA.REY;Long;576;breakout_52;06/02/2015 00:00:00;17,35;volatility exit;17/04/2015 00:00:00;22,99;3248,64;3945,6;-328,32
441;MTA.SFER;Long;330;breakout_n;10/04/2015 00:00:00;30,22;volatility exit;17/04/2015 00:00:00;30,92;231,000000000001;768,9;0
442;MTA.SES;Long;596;breakout_52;03/04/2015 00:00:00;16,76;volatility exit;17/04/2015 00:00:00;16,5;-154,960000000001;363,56;-154,96
443;MTA.SOL;Long;1335;breakout_n;03/04/2015 00:00:00;7,49;volatility exit;17/04/2015 00:00:00;8,47;1308,3;1909,05;0
444;MTA.TIP;Long;2754;breakout_n;10/04/2015 00:00:00;3,63;volatility exit;17/04/2015 00:00:00;3,46;-468,18;55,08;-468,18
445;MTA.ACE;Long;836;breakout_52;20/03/2015 00:00:00;11,95;volatility exit;17/04/2015 00:00:00;12,08;108,679999999999;643,72;-183,92
446;MTA.ASC;Long;4464;breakout_52;10/04/2015 00:00:00;2,24;volatility exit;17/04/2015 00:00:00;2,19;-223,200000000001;401,76;-223,2
447;MTA.BZU;Long;715;breakout_52;17/04/2015 00:00:00;13,97;volatility exit;24/04/2015 00:00:00;13,33;-457,6;200,2;-636,35
448;MTA.CMB;Long;618;breakout_52;17/04/2015 00:00:00;16,17;volatility exit;24/04/2015 00:00:00;15;-723,060000000001;463,5;-871,38
449;MTA.DLG;Long;465;breakout_n;17/04/2015 00:00:00;21,47;volatility exit;24/04/2015 00:00:00;20,46;-469,649999999999;265,05;-469,65
450;MTA.MARR;Long;564;breakout_n;01/05/2015 00:00:00;17,71;volatility exit;08/05/2015 00:00:00;17,21;-282;231,24;-282
451;MTA.SRS;Long;5263;breakout_n;01/05/2015 00:00:00;1,9;volatility exit;08/05/2015 00:00:00;1,74;-842,080000000001;52,63;-894,71
452;MTA.BGN;Long;312;breakout_n;08/05/2015 00:00:00;32;volatility exit;29/05/2015 00:00:00;31,76;-74,88;449,28;-74,88
453;MTA.ACE;Long;786;breakout_n;22/05/2015 00:00:00;12,72;volatility exit;29/05/2015 00:00:00;12,38;-267,24;251,52;-267,24
454;MTA.BRE;Long;1272;breakout_n;22/05/2015 00:00:00;7,86;volatility exit;12/06/2015 00:00:00;7,43;-546,960000000001;76,32;-546,96
455;MTA.DLG;Long;453;breakout_n;05/06/2015 00:00:00;22,04;volatility exit;12/06/2015 00:00:00;20,94;-498,299999999999;194,79;-552,66
456;MTA.PIA;Long;3236;breakout_52;12/06/2015 00:00:00;3,09;volatility exit;19/06/2015 00:00:00;2,99;-323,599999999999;291,24;-323,6
457;MTA.MAIRE;Long;3355;breakout_n;26/06/2015 00:00:00;2,98;volatility exit;03/07/2015 00:00:00;2,89;-301,95;402,6;-301,95
458;MTA.REY;Long;413;breakout_n;26/06/2015 00:00:00;24,2;volatility exit;03/07/2015 00:00:00;22,28;-792,959999999999;94,99;-792,96
459;MTA.FCT;Long;14084;breakout_52;10/07/2015 00:00:00;0,71;volatility exit;31/07/2015 00:00:00;0,71;0;563,36;-281,68
460;MTA.MAIRE;Long;3215;breakout_n;17/07/2015 00:00:00;3,11;volatility exit;31/07/2015 00:00:00;3,08;-96,449999999999;450,1;-128,6
461;MTA.SRS;Long;5235;breakout_n;17/07/2015 00:00:00;1,91;volatility exit;31/07/2015 00:00:00;1,89;-104,7;418,8;-157,05
462;MTA.ANIM;Long;1215;breakout_52;24/07/2015 00:00:00;8,23;volatility exit;31/07/2015 00:00:00;8,26;36,449999999999;571,05;0
463;MTA.IF;Long;480;breakout_n;31/07/2015 00:00:00;20,8;volatility exit;14/08/2015 00:00:00;21,95;551,999999999999;1224;0
464;MTA.BRE;Long;1262;breakout_n;24/07/2015 00:00:00;7,92;volatility exit;14/08/2015 00:00:00;8,09;214,54;757,2;0
465;MTA.BZU;Long;677;breakout_52;31/07/2015 00:00:00;14,75;volatility exit;14/08/2015 00:00:00;14,91;108,32;643,15;0
466;MTA.DLG;Long;445;breakout_n;24/07/2015 00:00:00;22,47;volatility exit;14/08/2015 00:00:00;23,23;338,200000000001;885,55;-146,85
467;MTA.ELN;Long;3773;breakout_n;07/08/2015 00:00:00;2,65;volatility exit;14/08/2015 00:00:00;2,58;-264,109999999999;264,11;-264,11
468;MTA.MARR;Long;551;breakout_n;07/08/2015 00:00:00;18,12;volatility exit;14/08/2015 00:00:00;17,38;-407,740000000001;99,18;-407,74
469;MTA.REY;Long;409;breakout_n;24/07/2015 00:00:00;24,43;volatility exit;14/08/2015 00:00:00;26,26;748,470000000001;1316,98;0
470;MTA.TIP;Long;2739;breakout_n;07/08/2015 00:00:00;3,65;volatility exit;14/08/2015 00:00:00;3,53;-328,679999999999;191,73;-328,68
471;MTA.CALT;Long;3649;breakout_52;14/08/2015 00:00:00;2,74;volatility exit;21/08/2015 00:00:00;2,66;-291,92;218,94;-291,92
472;MTA.DIS;Long;17543;breakout_52;31/07/2015 00:00:00;0,57;volatility exit;21/08/2015 00:00:00;0,58;175,429999999998;877,15;0
473;MTA.SRS;Long;4608;breakout_52;14/08/2015 00:00:00;2,17;volatility exit;21/08/2015 00:00:00;2,34;783,36;1382,4;0
474;MTA.IRE;Long;7299;breakout_n;14/08/2015 00:00:00;1,37;volatility exit;28/08/2015 00:00:00;1,31;-437,94;510,93;-437,94
475;MTA.ELN;Long;3676;breakout_n;28/08/2015 00:00:00;2,72;volatility exit;04/09/2015 00:00:00;2,6;-441,12;220,56;-441,12
476;MTA.DIS;Long;15873;breakout_52;04/09/2015 00:00:00;0,63;volatility exit;11/09/2015 00:00:00;0,61;-317,46;317,46;-476,19
477;MTA.MOL;Long;1221;breakout_n;18/09/2015 00:00:00;8,19;volatility exit;25/09/2015 00:00:00;8,04;-183,149999999998;732,6;-732,6
478;MTA.MOL;Long;1137;breakout_n;09/10/2015 00:00:00;8,79;volatility exit;16/10/2015 00:00:00;8,42;-420,690000000001;90,96;-420,69
479;MTA.IF;Long;428;breakout_n;30/10/2015 00:00:00;23,35;volatility exit;06/11/2015 00:00:00;22,25;-470,800000000001;42,8;-963
480;MTA.MARR;Long;546;breakout_n;23/10/2015 00:00:00;18,3;volatility exit;06/11/2015 00:00:00;18,18;-65,520000000001;458,64;-65,52
481;MTA.IRE;Long;6944;breakout_n;11/09/2015 00:00:00;1,44;volatility exit;13/11/2015 00:00:00;1,43;-69,44;624,96;-486,08
482;MTA.ITM;Long;519;breakout_n;06/11/2015 00:00:00;19,25;volatility exit;13/11/2015 00:00:00;19,76;264,690000000001;804,45;0
483;MTA.REY;Long;361;breakout_n;23/10/2015 00:00:00;27,65;volatility exit;13/11/2015 00:00:00;29,43;642,579999999999;1202,13;-277,97
484;MTA.DLG;Long;408;breakout_n;13/11/2015 00:00:00;24,46;volatility exit;20/11/2015 00:00:00;24,08;-155,04;420,24;-155,04
485;MTA.ELN;Long;3597;breakout_n;06/11/2015 00:00:00;2,78;volatility exit;20/11/2015 00:00:00;2,66;-431,64;503,58;-431,64
486;MTA.MOL;Long;1127;breakout_n;13/11/2015 00:00:00;8,87;volatility exit;20/11/2015 00:00:00;8,24;-710,010000000001;135,24;-710,01
487;MTA.SG;Long;1136;breakout_52;20/11/2015 00:00:00;8,8;volatility exit;27/11/2015 00:00:00;9,48;772,48;1340,48;0
488;MTA.BZU;Long;629;breakout_n;20/11/2015 00:00:00;15,89;volatility exit;04/12/2015 00:00:00;16,27;239,019999999999;779,96;0
489;MTA.IVS;Long;1293;breakout_52;27/11/2015 00:00:00;7,73;volatility exit;04/12/2015 00:00:00;7,34;-504,270000000001;0;-892,17
490;MTA.SOL;Long;1194;breakout_n;27/11/2015 00:00:00;8,37;volatility exit;04/12/2015 00:00:00;8,07;-358,200000000001;155,22;-358,2
491;MTA.IF;Long;400;breakout_52;20/11/2015 00:00:00;24,96;volatility exit;11/12/2015 00:00:00;26,78;728;1292;-48
492;MTA.BRE;Long;1168;breakout_n;27/11/2015 00:00:00;8,56;volatility exit;11/12/2015 00:00:00;8,54;-23,36;502,24;-23,36
493;MTA.MARR;Long;522;breakout_n;20/11/2015 00:00:00;19,14;volatility exit;11/12/2015 00:00:00;18,73;-214,02;307,98;-214,02
494;MTA.RWAY;Long;2020;breakout_52;27/11/2015 00:00:00;4,95;volatility exit;11/12/2015 00:00:00;5,07;242,4;1010;-383,8
495;MTA.ACE;Long;761;breakout_n;23/10/2015 00:00:00;13,14;volatility exit;11/12/2015 00:00:00;13,51;281,569999999999;829,49;-304,4
496;MTA.REY;Long;322;breakout_n;11/12/2015 00:00:00;30,98;volatility exit;18/12/2015 00:00:00;30,54;-141,68;425,04;-141,68
497;MTA.BRE;Long;1112;breakout_n;25/12/2015 00:00:00;8,99;volatility exit;08/01/2016 00:00:00;8,49;-556;0;-556
498;MTA.DLG;Long;380;breakout_52;04/12/2015 00:00:00;26,27;volatility exit;08/01/2016 00:00:00;26,6;125,400000000001;657,4;-342
499;MTA.SG;Long;829;breakout_n;18/12/2015 00:00:00;12,06;volatility exit;08/01/2016 00:00:00;12,79;605,17;1168,89;0
500;MTA.IF;Long;342;breakout_n;05/02/2016 00:00:00;29,16;volatility exit;12/02/2016 00:00:00;26,3;-978,12;133,38;-1149,12
501;MTA.OVS;Long;1776;breakout_52;11/03/2016 00:00:00;5,63;volatility exit;18/03/2016 00:00:00;5,33;-532,8;17,76;-692,64
502;MTA.REY;Long;309;breakout_n;18/03/2016 00:00:00;32,3;volatility exit;25/03/2016 00:00:00;32,37;21,63;550,02;0
503;MTA.BRE;Long;1111;breakout_n;01/04/2016 00:00:00;9;volatility exit;08/04/2016 00:00:00;8,74;-288,86;222,2;-288,86
504;MTA.IRE;Long;6211;breakout_52;25/03/2016 00:00:00;1,61;volatility exit;29/04/2016 00:00:00;1,53;-496,88;62,11;-683,21
505;MTA.BRE;Long;1086;breakout_n;22/04/2016 00:00:00;9,2;volatility exit;27/05/2016 00:00:00;10;868,799999999999;1466,1;0
506;MTA.BZU;Long;567;breakout_52;03/06/2016 00:00:00;17,62;volatility exit;10/06/2016 00:00:00;16,81;-459,270000000001;45,36;-459,27
507;MTA.ELN;Long;3205;breakout_52;27/05/2016 00:00:00;3,12;volatility exit;10/06/2016 00:00:00;3,4;897,399999999999;1474,3;0
508;MTA.BRE;Long;932;breakout_52;10/06/2016 00:00:00;10,72;volatility exit;17/06/2016 00:00:00;10,3;-391,44;242,32;-391,44
509;MTA.IRE;Long;6134;breakout_n;27/05/2016 00:00:00;1,63;volatility exit;17/06/2016 00:00:00;1,58;-306,7;306,7;-306,7
510;MTA.SOL;Long;1200;breakout_n;03/06/2016 00:00:00;8,33;volatility exit;17/06/2016 00:00:00;8,01;-384;132;-384
511;MTA.ASC;Long;4424;breakout_n;27/05/2016 00:00:00;2,26;volatility exit;17/06/2016 00:00:00;2,36;442,399999999998;1017,52;-88,48
512;MTA.SOL;Long;1150;breakout_52;01/07/2016 00:00:00;8,69;volatility exit;08/07/2016 00:00:00;8,65;-45,999999999999;1276,5;-103,5
513;MTA.ASC;Long;4016;breakout_n;01/07/2016 00:00:00;2,49;volatility exit;08/07/2016 00:00:00;2,45;-160,64;361,44;-160,64
514;MTA.ELN;Long;2793;breakout_n;15/07/2016 00:00:00;3,58;volatility exit;29/07/2016 00:00:00;3,73;418,95;977,55;0
515;MTA.LUVE;Long;1041;breakout_52;15/07/2016 00:00:00;9,6;lowest_low exit;29/07/2016 00:00:00;9,25;-364,35;72,87;-364,35
516;MTA.SG;Long;813;breakout_n;15/07/2016 00:00:00;12,3;volatility exit;29/07/2016 00:00:00;12,31;8,13;536,58;-81,3
517;MTA.BZU;Long;564;breakout_n;12/08/2016 00:00:00;17,7;volatility exit;09/09/2016 00:00:00;18,07;208,680000000001;750,12;0
518;MTA.JUVE;Long;50000;breakout_52;02/09/2016 00:00:00;0,2;volatility exit;09/09/2016 00:00:00;0,19;-500;0;-500
519;MTA.ASC;Long;3875;breakout_n;22/07/2016 00:00:00;2,58;volatility exit;09/09/2016 00:00:00;2,6;77,5;697,5;-116,25
520;MTA.ITM;Long;478;breakout_52;09/09/2016 00:00:00;20,92;volatility exit;16/09/2016 00:00:00;20,13;-377,620000000001;377,62;-377,62
521;MTA.SG;Long;771;breakout_n;09/09/2016 00:00:00;12,96;volatility exit;16/09/2016 00:00:00;12,79;-131,07;393,21;-131,07
522;MTA.JUVE;Long;50000;breakout_n;23/09/2016 00:00:00;0,2;volatility exit;30/09/2016 00:00:00;0,19;-500;0;-500
523;MTA.ELN;Long;2544;breakout_n;23/09/2016 00:00:00;3,93;volatility exit;07/10/2016 00:00:00;4,48;1399,2;2009,76;0
524;MTA.BRE;Long;910;breakout_n;07/10/2016 00:00:00;10,98;volatility exit;14/10/2016 00:00:00;10,47;-464,1;45,5;-464,1
525;MTA.ELN;Long;1811;breakout_52;21/10/2016 00:00:00;5,52;volatility exit;28/10/2016 00:00:00;5,37;-271,650000000001;434,64;-271,65
526;MTA.BRE;Long;906;breakout_n;28/10/2016 00:00:00;11,03;volatility exit;04/11/2016 00:00:00;10,67;-326,16;353,34;-326,16
527;MTA.SES;Long;607;breakout_n;28/10/2016 00:00:00;16,45;volatility exit;11/11/2016 00:00:00;15,71;-449,179999999999;54,63;-552,37
528;MTA.BZU;Long;525;breakout_n;11/11/2016 00:00:00;19,03;volatility exit;18/11/2016 00:00:00;18,54;-257,250000000001;320,25;-283,5
529;MTA.BZU;Long;498;breakout_n;09/12/2016 00:00:00;20,08;volatility exit;16/12/2016 00:00:00;20,95;433,259999999999;986,04;0
530;MTA.ARN;Long;3623;breakout_n;09/12/2016 00:00:00;2,76;volatility exit;16/12/2016 00:00:00;2,72;-144,92;398,53;-144,92
531;MTA.ELN;Long;1736;breakout_n;16/12/2016 00:00:00;5,76;volatility exit;30/12/2016 00:00:00;5,98;381,920000000001;937,44;0
532;MTA.JUVE;Long;50000;breakout_n;23/12/2016 00:00:00;0,2;volatility exit;30/12/2016 00:00:00;0,19;-500;0;-500
533;MTA.FCT;Long;21276;breakout_52;30/12/2016 00:00:00;0,47;volatility exit;13/01/2017 00:00:00;0,51;851,04;1702,08;0
534;MTA.LUVE;Long;928;breakout_n;18/11/2016 00:00:00;10,77;volatility exit;13/01/2017 00:00:00;11,1;306,24;853,76;-278,4
535;MTA.MN;Long;8333;breakout_52;06/01/2017 00:00:00;1,2;volatility exit;13/01/2017 00:00:00;1,29;749,970000000001;1333,28;0
536;MTA.ARN;Long;3389;breakout_n;30/12/2016 00:00:00;2,95;volatility exit;13/01/2017 00:00:00;2,8;-508,35;101,67;-508,35
537;MTA.BZU;Long;452;breakout_52;30/12/2016 00:00:00;22,12;volatility exit;20/01/2017 00:00:00;22,04;-36,160000000001;519,8;-239,56
538;MTA.ITM;Long;460;breakout_n;13/01/2017 00:00:00;21,71;volatility exit;20/01/2017 00:00:00;20,69;-469,2;32,2;-469,2
539;MTA.JUVE;Long;50000;breakout_n;13/01/2017 00:00:00;0,2;volatility exit;20/01/2017 00:00:00;0,19;-500;0;-500
540;MTA.MOL;Long;1136;breakout_n;06/01/2017 00:00:00;8,8;volatility exit;20/01/2017 00:00:00;9,24;499,839999999999;1249,6;0
